gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,hypervolume,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,hypervolume_improve_from_prev
41,100,100,1.0,feasible,0.7084607934348456,0.7529688271667276,0.7980239797324404,0.08956318629759485,0.5286398416,0.5915372063119999,0.7245780767999999,0.19593823519999987,0.0,0.06894786273371428,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.44839764037544627,1.0,0.8315321036373025,0.20997504378012866,0.0,0.0,0.0,0.0,-0.0001845930832496956
42,100,100,1.0,feasible,0.7084607934348456,0.75261117010971,0.7980239797324404,0.08956318629759485,0.5286398416,0.5909990705199999,0.7245780767999999,0.19593823519999987,0.0,0.06959721619204763,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.45333318766728725,1.0,0.8315321036373025,0.20988583633006574,0.0,0.0,0.0,0.0,-8.920745006291142e-05
43,100,100,1.0,feasible,0.7084607934348456,0.753107524936773,0.7980239797324404,0.08956318629759485,0.5286398416,0.59159091036,0.7245780767999999,0.19593823519999987,0.0,0.06998429445499127,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.4483421101001972,1.0,0.8315321036373025,0.2100588253843867,0.0,0.0,0.0,0.0,0.0001729890543209489
44,100,100,1.0,feasible,0.7084607934348456,0.7529798560244535,0.7980239797324404,0.08956318629759485,0.5286398416,0.5887956535999997,0.7245780767999999,0.19593823519999987,0.0,0.07350189319893172,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.44547281980861586,1.0,0.8315321036373025,0.2100395737509615,0.0,0.0,0.0,0.0,-1.925163342519909e-05
45,100,100,1.0,feasible,0.7084607934348456,0.7515375628364118,0.7980239797324404,0.08956318629759485,0.5286398416,0.5894515322559999,0.7245780767999999,0.19593823519999987,0.0,0.06741520136078649,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.46454495900586873,1.0,0.8315321036373025,0.2105389879062573,0.0,0.0,0.0,0.0,0.0004994141552958076
46,100,100,1.0,feasible,0.7084607934348456,0.7519745343048505,0.7980239797324404,0.08956318629759485,0.5286398416,0.589088048056,0.7245780767999999,0.19593823519999987,0.0,0.06879523393595316,0.2138420305404762,0.2138420305404762,0.16846789636269757,0.45956134653154507,1.0,0.8315321036373025,0.21038779287710468,0.0,0.0,0.0,0.0,-0.00015119502915261762
47,100,100,1.0,feasible,0.7084607934348456,0.7524821264350375,0.7980239797324404,0.08956318629759485,0.5286398416,0.591339664344,0.7245780767999999,0.19593823519999987,0.0,0.06649555492810555,0.21334442007380955,0.21334442007380955,0.16846789636269757,0.46609785940297316,1.0,0.8315321036373025,0.21069962637724104,0.0,0.0,0.0,0.0,0.00031183350013636035
48,100,100,1.0,feasible,0.7084607934348456,0.7527704342263616,0.7980239797324404,0.08956318629759485,0.5286398416,0.591482018504,0.7245780767999999,0.19593823519999987,0.0,0.06757173082917793,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.4659575830526912,1.0,0.8315321036373025,0.20981586455496534,0.0,0.0,0.0,0.0,-0.0008837618222757027
49,100,100,1.0,feasible,0.7084607934348456,0.7531390616250675,0.7980239797324404,0.08956318629759485,0.5286398416,0.587558186088,0.7245780767999999,0.19593823519999987,0.0,0.07378788421039698,0.22504228890238093,0.22504228890238093,0.16846789636269757,0.45467733098911295,1.0,0.8315321036373025,0.21010283313912081,0.0,0.0,0.0,0.0,0.00028696858415547255
50,100,100,1.0,feasible,0.7084607934348456,0.7526008678823713,0.7980239797324404,0.08956318629759485,0.5286398416,0.5875846285999999,0.7245780767999999,0.19593823519999987,0.0,0.07309037453417316,0.22504228890238093,0.22504228890238093,0.16846789636269757,0.4606154174645084,1.0,0.8315321036373025,0.20984699341427984,0.0,0.0,0.0,0.0,-0.0002558397248409727
